CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,City
708171858,Existing Customer,33,F,Post-Graduate,Married,$40K - $60K,Blue,28,1864,1081,0.58,New York
709074108,Existing Customer,36,M,College,Single,$60K - $80K,Blue,24,23032,840,0.036,New York
721304133,Existing Customer,36,F,High School,Married,Less than $40K,Blue,36,4277,1578,0.369,New York
787430733,Existing Customer,56,F,High School,Married,$40K - $60K,Blue,41,2771,1446,0.522,New York
711225933,Existing Customer,28,M,High School,Divorced,Less than $40K,Blue,36,2265,1935,0.854,New York
717478983,Existing Customer,31,F,Uneducated,Divorced,Less than $40K,Blue,19,2853,1961,0.687,New York
720949083,Existing Customer,44,F,Uneducated,Single,Less than $40K,Blue,33,3075,2517,0.819,New York
712851108,Existing Customer,51,F,High School,Married,Unknown,Blue,31,15340,2331,0.152,New York
713151258,Existing Customer,55,M,Graduate,Single,$40K - $60K,Blue,35,3065,0,0,New York
799731033,Existing Customer,34,F,Doctorate,Single,Less than $40K,Blue,28,1438.3,0,0,New York
822138333,Existing Customer,61,F,Graduate,Single,$40K - $60K,Blue,56,7118,813,0.114,New York
708532308,Existing Customer,37,M,Uneducated,Single,$60K - $80K,Blue,36,11419,2517,0.22,New York
713718558,Existing Customer,46,M,Graduate,Married,$40K - $60K,Blue,37,2403,0,0,New York
778939683,Existing Customer,47,F,Uneducated,Married,Less than $40K,Blue,32,2821,951,0.337,New York
713322633,Existing Customer,54,M,Graduate,Married,$40K - $60K,Blue,43,2706,2517,0.93,New York
754671558,Existing Customer,50,F,Unknown,Single,Less than $40K,Blue,43,2999,1958,0.653,New York
719291283,Existing Customer,36,F,High School,Single,Less than $40K,Blue,28,2226,1607,0.722,New York
720659283,Existing Customer,37,M,Graduate,Married,$60K - $80K,Blue,31,3351,1847,0.551,New York
719535558,Existing Customer,47,M,College,Divorced,$40K - $60K,Blue,36,5570,1858,0.334,New York
771032658,Existing Customer,54,M,Unknown,Married,$80K - $120K,Blue,41,10448,1569,0.15,New York
709468683,Existing Customer,64,F,High School,Married,Less than $40K,Blue,56,2174,1397,0.643,New York
719455908,Existing Customer,48,M,Graduate,Married,$80K - $120K,Blue,38,31501,0,0,New York
816890883,Existing Customer,35,M,Uneducated,Single,$60K - $80K,Blue,30,21695,1257,0.058,New York
709826058,Existing Customer,49,M,Unknown,Married,$80K - $120K,Blue,36,34516,2435,0.071,New York
735008958,Existing Customer,42,M,Unknown,Married,$60K - $80K,Blue,35,13650,1253,0.092,New York
713766183,Existing Customer,49,M,Uneducated,Single,$80K - $120K,Blue,36,16156,2517,0.156,New York
719148633,Existing Customer,53,F,Graduate,Married,Less than $40K,Blue,46,2413,2015,0.835,New York
789266208,Existing Customer,56,M,High School,Married,$80K - $120K,Blue,45,5920,1589,0.268,New York
718373658,Existing Customer,41,M,College,Single,$60K - $80K,Blue,28,5841,2463,0.422,New York
712255458,Existing Customer,37,M,High School,Single,$60K - $80K,Blue,36,8418,2051,0.244,New York
789494133,Existing Customer,30,M,High School,Married,Less than $40K,Blue,21,2490,1259,0.506,New York
714178458,Existing Customer,45,M,Post-Graduate,Married,$80K - $120K,Blue,35,20640,1603,0.078,New York
717595908,Existing Customer,54,M,High School,Married,$60K - $80K,Blue,37,9453,2188,0.231,New York
798114033,Existing Customer,46,M,Graduate,Married,$60K - $80K,Blue,40,7949,1514,0.19,New York
709479558,Existing Customer,36,F,College,Single,Less than $40K,Blue,36,2758,2168,0.786,New York
778148283,Existing Customer,48,M,Doctorate,Single,$120K +,Blue,41,20148,1084,0.054,New York
719363283,Existing Customer,59,F,Doctorate,Single,Less than $40K,Blue,36,1438.3,0,0,New York
716225433,Existing Customer,60,M,Uneducated,Single,$80K - $120K,Blue,51,26566,2517,0.095,New York
719882583,Existing Customer,44,M,Graduate,Single,$60K - $80K,Blue,34,13477,2057,0.153,New York
711076533,Existing Customer,65,M,College,Divorced,Less than $40K,Blue,42,9706,1968,0.203,New York
820651908,Existing Customer,46,F,Graduate,Single,$40K - $60K,Blue,41,7457,0,0,New York
710884683,Existing Customer,48,M,Graduate,Married,$80K - $120K,Silver,40,34516,807,0.023,New York
797468658,Existing Customer,53,M,High School,Married,$120K +,Blue,47,19081,2431,0.127,New York
716375883,Existing Customer,53,F,Uneducated,Married,Unknown,Blue,36,2447,1558,0.637,New York
711534183,Existing Customer,41,M,High School,Single,$80K - $120K,Blue,36,28830,0,0,New York
721083258,Existing Customer,37,F,High School,Divorced,$40K - $60K,Blue,22,2563,1638,0.639,New York
717986058,Existing Customer,29,F,High School,Single,Less than $40K,Blue,13,5240,1608,0.307,New York
804610908,Existing Customer,49,F,Doctorate,Married,Less than $40K,Blue,44,3397,1962,0.578,New York
717602733,Existing Customer,47,M,Doctorate,Single,Less than $40K,Blue,35,1842,0,0,New York
770952933,Existing Customer,53,F,Unknown,Married,Less than $40K,Blue,40,2383,1938,0.813,New York
713233908,Existing Customer,33,M,Graduate,Divorced,$60K - $80K,Blue,21,20791,0,0,New York
755365233,Existing Customer,34,M,Graduate,Unknown,$60K - $80K,Blue,27,19900,1581,0.079,New York
715105908,Existing Customer,28,F,Graduate,Single,Unknown,Silver,15,32024,1232,0.038,New York
712658283,Existing Customer,36,F,Graduate,Single,$40K - $60K,Blue,28,3701,969,0.262,New York
708796458,Existing Customer,30,F,Graduate,Single,Less than $40K,Blue,18,4199,1903,0.453,New York
713557533,Existing Customer,34,M,High School,Single,$40K - $60K,Blue,21,4353,1655,0.38,New York
710524533,Attrited Customer,38,F,College,Married,$40K - $60K,Blue,36,4913,2517,0.512,New York
713412558,Existing Customer,39,F,Post-Graduate,Married,Less than $40K,Blue,22,5454,1108,0.203,New York
720000708,Existing Customer,32,F,Graduate,Married,Unknown,Blue,26,2172,1381,0.636,New York
718934058,Existing Customer,36,M,Doctorate,Single,$40K - $60K,Blue,26,2845,2517,0.885,New York
710607408,Existing Customer,37,F,High School,Single,Unknown,Blue,28,18570,1524,0.082,New York
717613233,Existing Customer,45,M,Uneducated,Married,$60K - $80K,Silver,33,25907,745,0.029,New York
821710308,Existing Customer,38,F,Uneducated,Single,Less than $40K,Blue,33,2206,2018,0.915,New York
716089983,Existing Customer,31,M,Graduate,Single,$40K - $60K,Blue,24,12050,1732,0.144,New York
720430083,Existing Customer,65,M,High School,Unknown,Less than $40K,Blue,36,2107,1008,0.478,New York
712071708,Existing Customer,63,F,Graduate,Married,Less than $40K,Blue,36,2107,1351,0.641,New York
770721858,Existing Customer,65,M,Graduate,Married,Less than $40K,Blue,56,3539,2517,0.711,New York
751381458,Existing Customer,43,F,College,Married,Unknown,Blue,36,27175,775,0.029,New York
715629783,Existing Customer,51,M,Graduate,Married,$40K - $60K,Silver,36,17905,980,0.055,New York
768886533,Existing Customer,37,M,Graduate,Married,$60K - $80K,Blue,31,4940,1199,0.243,New York
711023508,Existing Customer,55,F,Graduate,Married,Unknown,Blue,43,3161,1389,0.439,New York
711291558,Existing Customer,27,M,Uneducated,Single,$60K - $80K,Blue,36,2464,0,0,New York
714929283,Existing Customer,34,F,High School,Married,$40K - $60K,Blue,36,3203,2229,0.696,New York
716285358,Existing Customer,32,F,College,Divorced,Less than $40K,Blue,36,1835,1017,0.554,New York
710958033,Existing Customer,49,F,Uneducated,Single,Less than $40K,Blue,39,1993,0,0,New York
711368283,Existing Customer,39,M,Unknown,Married,$80K - $120K,Blue,27,34516,1629,0.047,New York
807275733,Existing Customer,27,M,Post-Graduate,Single,Unknown,Blue,22,7130,873,0.122,New York
708231183,Existing Customer,30,M,Uneducated,Divorced,Unknown,Blue,22,12539,910,0.073,New York
789690483,Existing Customer,39,M,High School,Married,$80K - $120K,Blue,25,8208,0,0,New York
789338583,Existing Customer,42,M,Doctorate,Married,$80K - $120K,Blue,32,26222,1073,0.041,New York
717411483,Existing Customer,55,M,College,Divorced,$80K - $120K,Blue,36,34173,1194,0.035,New York
720799608,Existing Customer,57,F,Graduate,Married,$40K - $60K,Blue,49,3377,1720,0.509,New York
714112383,Existing Customer,53,M,Graduate,Married,$120K +,Blue,43,5882,2335,0.397,New York
717994608,Existing Customer,51,M,Graduate,Married,$80K - $120K,Blue,40,7158,0,0,New York
798558783,Existing Customer,47,M,Graduate,Married,Less than $40K,Blue,41,5833,1747,0.3,New York
716875083,Existing Customer,26,F,High School,Single,$40K - $60K,Blue,36,4152,0,0,New York
714603558,Existing Customer,37,M,High School,Single,$40K - $60K,Blue,24,11699,1758,0.15,New York
789903708,Existing Customer,45,F,Uneducated,Single,$40K - $60K,Blue,35,4505,1562,0.347,New York
801989733,Existing Customer,55,M,Uneducated,Single,$60K - $80K,Blue,48,7667,1193,0.156,New York
789504183,Existing Customer,37,M,Graduate,Single,$120K +,Blue,28,34516,0,0,New York
714574083,Existing Customer,36,F,Graduate,Single,Less than $40K,Blue,31,2937,2159,0.735,New York
717978033,Existing Customer,36,F,High School,Single,Less than $40K,Blue,36,5257,1572,0.299,New York
711256908,Existing Customer,39,M,High School,Single,$60K - $80K,Blue,28,10331,957,0.093,New York
721023708,Existing Customer,47,M,Uneducated,Married,$60K - $80K,Blue,36,17557,0,0,New York
714522258,Existing Customer,56,F,Graduate,Married,Less than $40K,Blue,48,4366,1590,0.364,New York
714247458,Existing Customer,56,F,Uneducated,Single,Unknown,Blue,46,8037,2276,0.283,New York
780416433,Existing Customer,38,M,Unknown,Married,Less than $40K,Blue,25,8740,734,0.084,New York
713644758,Existing Customer,49,M,Graduate,Single,$120K +,Blue,36,8514,2013,0.236,New York
712700358,Existing Customer,36,F,Uneducated,Single,Less than $40K,Blue,26,2002,1377,0.688,New York
779873508,Existing Customer,51,F,High School,Married,Less than $40K,Blue,35,3132,1815,0.58,New York
779342958,Existing Customer,26,F,College,Married,$40K - $60K,Blue,13,2010,1070,0.532,New York
711738333,Existing Customer,34,M,Graduate,Married,$80K - $120K,Blue,23,7567,1776,0.235,New York
709413933,Attrited Customer,56,M,High School,Single,$40K - $60K,Blue,40,2381,651,0.273,New York
720323208,Existing Customer,43,M,Graduate,Married,$120K +,Silver,31,34516,2398,0.069,New York
708132783,Existing Customer,47,F,Uneducated,Single,Unknown,Blue,42,16411,1179,0.072,New York
713372583,Existing Customer,42,F,High School,Single,Less than $40K,Blue,19,1438.3,0,0,New York
710092683,Existing Customer,38,M,College,Married,$80K - $120K,Blue,30,3735,1421,0.38,New York
779284833,Existing Customer,55,M,Post-Graduate,Single,$60K - $80K,Blue,37,22127,1799,0.081,New York
713426358,Existing Customer,28,F,College,Married,Unknown,Blue,36,5685,0,0,New York
717132633,Existing Customer,62,M,Uneducated,Single,$40K - $60K,Blue,50,7348,1466,0.2,New York
714967233,Attrited Customer,52,M,Doctorate,Married,$120K +,Blue,34,11188,0,0,New York
767587833,Existing Customer,44,M,Unknown,Single,$120K +,Blue,37,3650,2512,0.688,New York
714954033,Existing Customer,29,F,Post-Graduate,Single,Less than $40K,Blue,36,5076,1223,0.241,New York
716154258,Existing Customer,48,M,Doctorate,Unknown,$60K - $80K,Silver,38,32658,1482,0.045,New York
755399433,Existing Customer,43,M,Uneducated,Married,$80K - $120K,Blue,36,28634,926,0.032,New York
709876008,Existing Customer,49,F,Post-Graduate,Single,Less than $40K,Blue,36,3414,1473,0.431,New York
709918158,Existing Customer,43,M,High School,Married,$80K - $120K,Blue,23,12315,0,0,New York
713350908,Existing Customer,41,F,Uneducated,Married,$40K - $60K,Blue,36,2690,1912,0.711,New York
715759458,Existing Customer,43,M,Graduate,Single,$80K - $120K,Blue,31,12165,0,0,New York
713976258,Existing Customer,51,F,Graduate,Single,Less than $40K,Blue,46,1792,989,0.552,New York
790174608,Existing Customer,37,M,Doctorate,Single,$80K - $120K,Blue,30,19300,1181,0.061,New York
771335358,Existing Customer,37,M,College,Divorced,$40K - $60K,Blue,24,8120,2098,0.258,New York
708382083,Existing Customer,49,M,High School,Married,$80K - $120K,Blue,36,2292,0,0,New York
771829758,Existing Customer,36,M,Uneducated,Married,$80K - $120K,Blue,25,21434,1345,0.063,New York
767333808,Existing Customer,50,F,Graduate,Unknown,Less than $40K,Blue,43,3424,0,0,New York
721385433,Existing Customer,64,M,Unknown,Married,Less than $40K,Blue,51,2787,1201,0.431,New York
794293908,Existing Customer,36,F,College,Single,Unknown,Blue,30,8696,1482,0.17,New York
720409608,Existing Customer,45,M,High School,Married,$120K +,Blue,35,32446,1974,0.061,New York
717830583,Existing Customer,41,M,Graduate,Married,$80K - $120K,Blue,36,9133,2140,0.234,New York
715455708,Existing Customer,47,M,Graduate,Single,$80K - $120K,Blue,37,5116,1468,0.287,New York
719108358,Existing Customer,39,M,Post-Graduate,Married,$80K - $120K,Blue,31,18974,2517,0.133,New York
769323183,Existing Customer,51,M,Uneducated,Single,$120K +,Blue,45,12101,2517,0.208,New York
820020258,Existing Customer,55,F,High School,Single,$40K - $60K,Blue,46,5379,962,0.179,New York
719234883,Existing Customer,57,M,Graduate,Single,$120K +,Blue,49,32676,2134,0.065,New York
807349158,Existing Customer,36,M,Doctorate,Divorced,$120K +,Blue,31,34516,1491,0.043,New York
710799783,Existing Customer,35,M,Unknown,Married,$120K +,Blue,36,15202,1779,0.117,New York
778456983,Existing Customer,38,F,Unknown,Single,Less than $40K,Blue,23,2222,1205,0.542,New York
708644208,Existing Customer,39,F,Graduate,Single,$40K - $60K,Blue,34,5858,0,0,New York
711659958,Existing Customer,65,F,Graduate,Married,$40K - $60K,Blue,56,2692,1869,0.694,New York
798988983,Existing Customer,51,F,Uneducated,Married,Less than $40K,Blue,45,7165,2037,0.284,New York
710760258,Existing Customer,50,F,High School,Married,Less than $40K,Blue,38,1438.3,0,0,New York
799700208,Existing Customer,38,M,Graduate,Single,$60K - $80K,Silver,32,26988,1587,0.059,New York
772401933,Existing Customer,36,F,Unknown,Single,Less than $40K,Blue,26,2517,0,0,New York
787460883,Attrited Customer,41,M,Uneducated,Married,$40K - $60K,Blue,28,11091,0,0,New York
770937183,Existing Customer,40,F,Graduate,Single,Less than $40K,Silver,27,10745,2084,0.194,New York
715468083,Existing Customer,40,F,Doctorate,Married,Unknown,Silver,36,34516,1686,0.049,New York
807161508,Existing Customer,26,M,Unknown,Single,Less than $40K,Blue,20,2590,1748,0.675,New York
772268058,Existing Customer,46,F,Uneducated,Single,Less than $40K,Blue,35,2722,1473,0.541,New York
710166783,Existing Customer,49,F,Graduate,Married,Less than $40K,Blue,36,8228,0,0,New York
804820233,Existing Customer,38,M,Unknown,Divorced,$80K - $120K,Blue,33,11777,1781,0.151,New York
708758658,Existing Customer,49,M,Graduate,Married,$80K - $120K,Blue,39,34516,543,0.016,New York
714011358,Existing Customer,38,M,Graduate,Divorced,$80K - $120K,Blue,24,14821,0,0,New York
712401033,Existing Customer,36,M,Unknown,Single,Less than $40K,Blue,23,1438.3,928,0.645,New York
771212508,Existing Customer,34,F,Unknown,Single,Less than $40K,Blue,21,6131,1270,0.207,New York
821150958,Existing Customer,52,M,Graduate,Single,$80K - $120K,Blue,47,2047,665,0.325,New York
792272658,Existing Customer,40,M,Graduate,Single,$80K - $120K,Blue,34,22380,1220,0.055,New York
809818008,Existing Customer,36,M,Uneducated,Married,$80K - $120K,Blue,31,12893,1620,0.126,New York
803231058,Existing Customer,53,M,High School,Single,Less than $40K,Blue,47,3351,1474,0.44,New York
715698633,Existing Customer,40,F,Unknown,Married,Less than $40K,Blue,36,5093,2376,0.467,New York
720450108,Existing Customer,54,M,Graduate,Married,$40K - $60K,Blue,44,1438.3,0,0,New York
719076858,Existing Customer,34,M,College,Single,$60K - $80K,Blue,20,2165,1952,0.902,New York
720016308,Existing Customer,62,F,Unknown,Single,Less than $40K,Blue,54,1927,1319,0.684,New York
712443558,Existing Customer,39,F,College,Single,Unknown,Blue,36,22125,0,0,New York
711835758,Existing Customer,50,M,Graduate,Married,$120K +,Blue,42,34516,2099,0.061,New York
709284333,Existing Customer,36,M,Uneducated,Divorced,$120K +,Blue,28,5260,1116,0.212,New York
788122533,Existing Customer,56,F,Graduate,Married,Less than $40K,Blue,48,1438.3,0,0,New York
709206333,Attrited Customer,44,F,Graduate,Single,$40K - $60K,Blue,30,4333,0,0,New York
713039808,Existing Customer,45,M,College,Married,Less than $40K,Blue,32,6637,0,0,New York
801700233,Existing Customer,36,M,Graduate,Single,$120K +,Blue,28,3174,2462,0.776,New York
716815308,Existing Customer,44,F,Uneducated,Married,Less than $40K,Blue,36,4396,1489,0.339,New York
821149008,Attrited Customer,52,M,Graduate,Single,$80K - $120K,Blue,48,34516,0,0,New York
720580383,Existing Customer,50,F,Graduate,Married,Less than $40K,Blue,37,1438.3,0,0,New York
780202908,Existing Customer,53,F,Graduate,Single,Less than $40K,Blue,43,6853,1480,0.216,New York
787504158,Existing Customer,36,F,Unknown,Married,Less than $40K,Blue,24,2570,2230,0.868,New York
716183283,Existing Customer,27,F,College,Divorced,Less than $40K,Blue,15,2166,890,0.411,New York
824168808,Existing Customer,31,F,College,Divorced,Unknown,Blue,27,3647,1480,0.406,New York
712936908,Existing Customer,36,M,Unknown,Single,$60K - $80K,Blue,36,11684,1786,0.153,New York
719855958,Existing Customer,41,M,High School,Single,$60K - $80K,Blue,28,4475,0,0,New York
710112933,Existing Customer,28,M,Uneducated,Single,$60K - $80K,Blue,18,16604,1716,0.103,New York
768364233,Existing Customer,59,M,High School,Married,$40K - $60K,Blue,53,5446,1885,0.346,New York
771725808,Existing Customer,43,M,Uneducated,Unknown,$80K - $120K,Blue,31,28700,769,0.027,New York
780686358,Existing Customer,41,M,Unknown,Married,$60K - $80K,Blue,30,2888,1676,0.58,New York
712762758,Existing Customer,46,M,Graduate,Married,$60K - $80K,Blue,34,9451,1280,0.135,New York
714392808,Existing Customer,51,M,Unknown,Married,$80K - $120K,Blue,43,13933,1019,0.073,New York
713089458,Existing Customer,44,M,High School,Married,Less than $40K,Blue,33,6130,808,0.132,New York
826780683,Existing Customer,40,M,Graduate,Married,$60K - $80K,Blue,36,15008,0,0,New York
780251658,Existing Customer,32,M,High School,Married,$40K - $60K,Blue,18,4583,1586,0.346,New York
772273983,Attrited Customer,48,M,Uneducated,Single,$40K - $60K,Blue,37,5268,2191,0.416,New York
737944908,Existing Customer,58,M,Unknown,Married,$60K - $80K,Blue,51,14976,1463,0.098,New York
720688158,Existing Customer,37,F,High School,Single,Less than $40K,Blue,25,2282,0,0,New York
719902908,Attrited Customer,51,M,Unknown,Married,$80K - $120K,Blue,36,5130,0,0,New York
771682533,Existing Customer,43,F,Unknown,Married,Less than $40K,Blue,31,5702,0,0,New York
708193008,Existing Customer,41,M,Uneducated,Single,$80K - $120K,Blue,30,14480,0,0,New York
772449858,Existing Customer,51,M,Graduate,Divorced,$40K - $60K,Blue,41,7570,1388,0.183,New York
715992558,Existing Customer,52,M,Doctorate,Married,$80K - $120K,Blue,38,12878,1628,0.126,New York
708502908,Existing Customer,61,M,High School,Single,$60K - $80K,Silver,48,26218,0,0,New York
720132258,Existing Customer,49,M,Post-Graduate,Single,$120K +,Silver,36,34516,1323,0.038,New York
708704433,Existing Customer,36,F,High School,Single,Unknown,Blue,23,2804,2090,0.745,New York
720906033,Existing Customer,35,M,Graduate,Married,$40K - $60K,Blue,25,5801,1176,0.203,New York
719961183,Existing Customer,63,F,High School,Married,Less than $40K,Blue,53,2271,1278,0.563,New York
718838808,Existing Customer,36,F,Post-Graduate,Married,Less than $40K,Blue,23,3107,2354,0.758,New York
710268858,Existing Customer,33,F,Graduate,Single,Less than $40K,Blue,22,2001,1217,0.608,New York
788360283,Existing Customer,33,M,Graduate,Single,$80K - $120K,Blue,26,1438.3,0,0,New York
717914808,Existing Customer,65,M,High School,Single,Unknown,Blue,36,4465,703,0.157,New York
802884933,Existing Customer,61,M,Graduate,Married,$60K - $80K,Blue,55,3264,1348,0.413,New York
714436383,Existing Customer,44,M,Graduate,Unknown,$80K - $120K,Blue,34,26856,0,0,New York
718785483,Existing Customer,38,M,Doctorate,Single,$80K - $120K,Silver,29,34516,1435,0.042,New York
708816408,Existing Customer,41,M,Uneducated,Single,$80K - $120K,Blue,32,21756,0,0,New York
715363908,Existing Customer,44,F,Uneducated,Married,Less than $40K,Blue,26,4726,1551,0.328,New York
709163358,Attrited Customer,41,M,Unknown,Single,$60K - $80K,Gold,32,34516,2517,0.073,New York
827643858,Existing Customer,45,F,Unknown,Single,Less than $40K,Blue,41,5596,0,0,New York
711251133,Existing Customer,37,M,Post-Graduate,Single,$80K - $120K,Blue,27,15326,0,0,New York
716896833,Existing Customer,51,M,Unknown,Single,$80K - $120K,Blue,38,11373,1319,0.116,New York
789193383,Existing Customer,65,M,Uneducated,Single,Less than $40K,Blue,54,2644,1691,0.64,New York
712801758,Existing Customer,37,F,Graduate,Single,$40K - $60K,Blue,27,2673,2517,0.942,New York
719836083,Existing Customer,54,M,Unknown,Married,$60K - $80K,Blue,36,7477,1752,0.234,New York
718291233,Existing Customer,46,M,Graduate,Married,$80K - $120K,Blue,33,16227,917,0.057,New York
718682883,Existing Customer,41,M,Unknown,Single,$80K - $120K,Blue,34,19110,2449,0.128,New York
771503958,Existing Customer,49,M,Unknown,Single,$40K - $60K,Blue,37,2993,1265,0.423,New York
771960708,Existing Customer,51,M,Graduate,Married,$80K - $120K,Blue,40,3290,2461,0.748,New York
717427983,Existing Customer,50,F,High School,Single,Less than $40K,Silver,39,11176,2422,0.217,New York
712737108,Existing Customer,48,F,High School,Married,Unknown,Blue,36,21416,0,0,New York
771599283,Existing Customer,53,M,Graduate,Married,$80K - $120K,Blue,41,2492,1668,0.669,New York
717237708,Existing Customer,54,M,Post-Graduate,Single,$60K - $80K,Blue,38,14265,1878,0.132,New York
710703708,Existing Customer,46,F,Unknown,Single,$40K - $60K,Silver,35,16985,968,0.057,New York
712513458,Existing Customer,47,F,High School,Single,Less than $40K,Blue,38,7469,1899,0.254,New York
709690158,Existing Customer,52,F,Graduate,Married,Less than $40K,Blue,36,4592,2517,0.548,New York
709959858,Existing Customer,43,F,Graduate,Single,Less than $40K,Blue,32,4341,0,0,New York
720683958,Existing Customer,41,M,Uneducated,Divorced,$80K - $120K,Gold,36,34516,0,0,New York
780704358,Existing Customer,34,M,Post-Graduate,Unknown,$60K - $80K,Silver,23,27710,0,0,New York
717843783,Existing Customer,33,F,College,Single,Less than $40K,Silver,17,13431,1583,0.118,New York
718318383,Existing Customer,49,M,High School,Unknown,$60K - $80K,Blue,36,2645,1499,0.567,New York
708849858,Existing Customer,44,M,Doctorate,Single,$120K +,Blue,35,14028,1435,0.102,New York
712652283,Existing Customer,36,M,Uneducated,Divorced,$80K - $120K,Blue,28,34516,774,0.022,New York
793461933,Existing Customer,37,M,High School,Single,$80K - $120K,Blue,31,5699,1006,0.177,New York
720084183,Existing Customer,46,M,Unknown,Divorced,$120K +,Blue,34,16284,0,0,New York
767114958,Existing Customer,65,M,Uneducated,Single,Less than $40K,Blue,56,3226,2073,0.643,New York
709216533,Existing Customer,52,M,College,Married,$80K - $120K,Blue,36,2803,778,0.278,New York
720897783,Existing Customer,50,M,Uneducated,Married,$120K +,Blue,30,34516,2010,0.058,New York
773503308,Existing Customer,59,M,Uneducated,Single,Less than $40K,Blue,53,2192,1569,0.716,New York
719963433,Existing Customer,37,F,Unknown,Single,Unknown,Blue,29,8318,1945,0.234,New York
708139833,Attrited Customer,40,M,Graduate,Unknown,$60K - $80K,Blue,30,6391,0,0,New York
710664558,Existing Customer,40,F,High School,Married,Less than $40K,Blue,31,4736,945,0.2,New York
713687508,Existing Customer,59,M,Doctorate,Single,$60K - $80K,Blue,49,9944,1606,0.162,New York
816312633,Existing Customer,52,F,College,Married,$40K - $60K,Blue,47,4717,0,0,New York
712019883,Existing Customer,43,F,Unknown,Unknown,Unknown,Blue,34,12778,1528,0.12,New York
718216008,Existing Customer,48,M,Graduate,Married,$60K - $80K,Blue,38,16920,2157,0.127,New York
718345233,Existing Customer,45,F,Graduate,Unknown,Less than $40K,Blue,35,3240,2517,0.777,New York
771228183,Existing Customer,30,F,Graduate,Divorced,Less than $40K,Blue,17,4704,0,0,New York
789430083,Existing Customer,41,F,High School,Single,$40K - $60K,Blue,32,14987,1425,0.095,New York
779524833,Existing Customer,51,M,Unknown,Single,$80K - $120K,Blue,34,3554,1563,0.44,New York
823621083,Existing Customer,46,M,Graduate,Married,$120K +,Blue,42,9227,938,0.102,New York
715563558,Existing Customer,50,M,Unknown,Married,$120K +,Blue,40,7522,1057,0.141,New York
715424283,Existing Customer,31,F,College,Married,Less than $40K,Blue,21,1677,0,0,New York
807209808,Existing Customer,48,M,High School,Single,$60K - $80K,Blue,40,2319,1630,0.703,New York
716578158,Existing Customer,39,F,Unknown,Married,Less than $40K,Blue,29,2722,1592,0.585,New York
708911508,Existing Customer,50,F,Unknown,Married,Less than $40K,Blue,39,2046,0,0,New York
717332733,Existing Customer,47,M,Unknown,Single,$80K - $120K,Silver,37,34516,0,0,New York
710681808,Existing Customer,53,M,High School,Single,$80K - $120K,Blue,42,18531,1548,0.084,New York
708740808,Existing Customer,45,M,Graduate,Married,$40K - $60K,Blue,36,4112,0,0,New York
711728208,Existing Customer,46,M,Graduate,Single,$120K +,Blue,34,34516,0,0,New York
720562008,Existing Customer,34,M,Graduate,Single,$80K - $120K,Silver,22,34516,1263,0.037,New York
709012083,Existing Customer,39,M,Uneducated,Married,Less than $40K,Blue,28,4683,2514,0.537,New York
771073908,Existing Customer,62,M,Unknown,Married,$40K - $60K,Blue,48,1438.3,0,0,New York
718174908,Existing Customer,53,F,Uneducated,Married,Less than $40K,Blue,36,4224,2417,0.572,New York
709550958,Existing Customer,51,M,Graduate,Married,$60K - $80K,Blue,32,7133,0,0,New York
720411183,Existing Customer,34,F,High School,Single,Unknown,Blue,22,10253,1857,0.181,New York
720776508,Existing Customer,44,F,Doctorate,Single,$40K - $60K,Blue,25,4210,0,0,New York
755615208,Existing Customer,49,M,High School,Single,$120K +,Blue,42,12630,1822,0.144,New York
708147108,Existing Customer,26,M,Graduate,Divorced,Unknown,Blue,36,21084,2517,0.119,New York
827476983,Attrited Customer,56,F,College,Single,Less than $40K,Blue,52,3639,2178,0.599,New York
716682258,Existing Customer,52,M,High School,Divorced,$120K +,Blue,36,31945,1591,0.05,New York
708563433,Attrited Customer,65,F,High School,Single,Unknown,Blue,56,5894,477,0.081,New York
772277508,Existing Customer,65,F,Unknown,Single,Less than $40K,Blue,54,2209,0,0,New York
712515558,Existing Customer,35,M,College,Single,$60K - $80K,Blue,26,23447,1515,0.065,New York
719342808,Existing Customer,48,M,Graduate,Single,$80K - $120K,Blue,30,4180,688,0.165,New York
788957358,Existing Customer,53,F,Graduate,Single,$40K - $60K,Blue,39,4930,2227,0.452,New York
778386033,Existing Customer,38,M,Uneducated,Married,$60K - $80K,Blue,18,3417,1749,0.512,New York
820060758,Existing Customer,50,F,College,Single,Less than $40K,Blue,45,4785,1965,0.411,New York
713271708,Existing Customer,46,M,Uneducated,Married,Less than $40K,Silver,33,12685,0,0,New York
720555483,Existing Customer,48,M,Graduate,Single,$80K - $120K,Blue,35,21374,0,0,New York
709405758,Existing Customer,36,M,Graduate,Married,$60K - $80K,Blue,28,1911,1217,0.637,New York
769463433,Existing Customer,41,F,Post-Graduate,Single,Less than $40K,Blue,35,8666,0,0,New York
786087633,Existing Customer,60,M,Unknown,Married,$60K - $80K,Blue,54,2759,2501,0.906,New York
738627708,Attrited Customer,49,F,Unknown,Single,Unknown,Blue,41,5984,0,0,New York
719527833,Existing Customer,45,F,High School,Unknown,Unknown,Blue,36,23000,1097,0.048,New York
715921758,Existing Customer,36,M,College,Single,$60K - $80K,Blue,25,1438.3,0,0,New York
